synset_id,pos,definition,wiki,example_count,examples_joined,literal_count
TUR10-0002280,n,Osmanlı ordusuna kapı kulu eri yetiştirmek için kurulan okul,https://tr.wikipedia.org/wiki/Acemi_Oca%C4%9F%C4%B1,0,,1
TUR10-0002290,n,Yeniçeri Ocağında yetiştirilmek üzere tutsaklardan veya devşirme yoluyla Hristiyanlardan toplanan çocuk,,0,,1
TUR10-0002300,n,"Döşemelik kumaşların üzerine renkli ipek iplikle işlenen, yer yer altın veya gümüş boncuklarla süslenmiş nakış",,0,,1
TUR10-0002310,n,İki ağzı da keskin olan bir kılıç,,0,,1
TUR10-0002320,n,Klasik Türk müziğinde birleşik bir makam,https://tr.wikipedia.org/wiki/Acemk%C3%BCrd%C3%AE,0,,1
TUR10-0002330,n,"Taşkırangillerden, turuncu ve sarı renkte çiçekli, yıllık ve çok yıllık türleri olan, tohumla saksıda ve tarlada üretilebilen bir süs bitkisi",https://tr.wikipedia.org/wiki/Acemlalesi,0,,3
TUR10-0002350,v,Kültür ve medeniyet bakımından İran'ı veya İran halkını örnek almak,,0,,1
TUR10-0002360,v,Kendini İranlı gibi hissetmek veya İranlı gibi davranmak,,0,,1
TUR10-0002390,n,Safran ve zencefil ile yapılan İran usulü bir pilav çeşidi,,0,,1
TUR10-0002400,n,Bir kuruluşun yapığı işi kazanç karşılığı onun adına yürüten iş yeri,https://tr.wikipedia.org/wiki/Acente,1,İş bulma acentesi,1
TUR10-0002410,n,Vapur ortaklığı,,0,,1
TUR10-0002420,n,Banka şubesi,,0,,1
TUR10-0002430,n,Bir kurumun veya şubelerinin başında bulunan kimse,,0,,1
TUR10-0002440,n,"Bir kuruluşa bağlı olmaksızın sözleşmeye dayanarak belirli bir yer ve bölge içinde sürekli olarak ticarethane veya işletmeyi ilgilendiren işlerde aracılık eden, bunları o işletme adına yapan kimse",,0,,1
TUR10-0002450,n,Acentenin yaptığı iş,,0,,1
TUR10-0002460,n,Acente kuruluşu,,1,PTT acenteliği.,1
TUR10-0002470,b,"Merak, kararsızlık veya kuşku anlatan bir söz",,1,Bakın çantasında acep nesi var / Bir çift kundurayla bir de fesi var,2
TUR10-0002480,n,"Âcizler, güçsüzler, düşkünler",,0,,1
TUR10-0002490,n,Bazı maddelerin dilde bıraktığı yakıcı duyu,,1,Acıyı sever,1
TUR10-0002510,n,"Herhangi bir dış etken dolayısıyla duyulan rahatsızlık, ıstırap",https://tr.wikipedia.org/wiki/Azap,1,"İnsan, ölümün acısını en çok günün iki uzak saatinde hissetmektedir.",1
TUR10-0002530,a,Koyu renk,,1,Acı sarı,1
TUR10-0002540,a,"Keskin, hoşa gitmeyen, şiddetli",,1,Acı poyraz kuvvetle esiyordu.,1
TUR10-0002550,a,"Üzüntü veren, acıklı",,1,Üzücü bir durum.|Cehennemi bir haber.,8
TUR10-0002560,b,"Üzüntülü bir biçimde, dokunaklı olarak",,1,"General, soluk dudaklarını parmaklarının arasına alarak acı acı gülüyor.",1
TUR10-0002570,b,"Kırıcı, üzücü olarak",,1,Acı acı konuştu.,1
TUR10-0002580,b,Üzüntü içinde,,1,"Şimdi tayını görse hemen tanır, yaklaşır koklar, sonra acı acı kişnerdi.",1
TUR10-0002600,n,Gülgillerden bir meyve ağacı,,0,,1
TUR10-0002610,n,"Gülgillerden bir meyve ağacın acımtırak, keskin kokulu meyvesi",,0,,2
TUR10-0002620,n,İrmik ve şekerle yoğrularak üzerine acı badem konduktan sonra fırında pişirilen bir çeşit kurabiye,,0,,1
TUR10-0002640,n,Arıların zehirli çiçeklerden topladıkları bal,https://tr.wikipedia.org/wiki/Deli_bal,0,,2
TUR10-0002650,n,"Sazangillerden, Avrupa'da ve ülkemiz göllerinde yaşayan, 8-10 cm uzunluğunda bir balık",https://tr.wikipedia.org/wiki/Ac%C4%B1_bal%C4%B1k,0,,3
TUR10-0002660,a,Oldukça acı,,1,Acıca bir yemek.,1
TUR10-0002670,n,"Genellikle Kuzey Amerika'da yetişen, güzel görünüşlü bir ceviz türü",,0,,1
TUR10-0002720,n,"Avrupa, Kuzey Afrika, Ön Asya, Kafkasya, Sibirya, Japonya ve Türkiye'nin orman bölgelerinde yetişen, çalı veya ağaççık halinde bir kavak türü",,0,,3
TUR10-0002730,n,"Kabakgillerden yabani tırmanıcı, otsu bir bitki",https://tr.wikipedia.org/wiki/E%C5%9Fek_h%C4%B1yar%C4%B1,0,,3
TUR10-0002770,a,"Acındıracak, acı verecek nitelikte olan, dokunaklı, üzücü, koygun",,1,"Bu âdet bir fabrika sahibinin acıklı hayat hikâyesiyle birlikte kondulara yayıldı.|Acıklı hikâye.|Yaşlı kadının hazin hikâyesi, dinleyen herkesin gözlerini yaşarttı.",1
TUR10-0002780,a,"Acı görmüş, yaslı, kederli",,1,Kendimi bu acı ve acıklı kitlenin bir parçası gibi hissediyordum.,1
TUR10-0002790,n,"Eğlendirici olmayı amaçlamayan, dramatik yönü ağır basan, duygusal bir oyun türü",,0,,1
TUR10-0002820,v,Yemek yeme gereksinimi duymak,,1,"Yemek hala hazır değil , çok acıktım .",1
TUR10-0002830,n,Lohusa otu köklerinin kurutularak dövülmesiyle elde edilen acı bir toz,,0,,1
TUR10-0002860,v,Yiyecek vermeyerek karnını doyurmasına engel olmak,,1,Ameliyat öncesi doktorlar onu bir gün boyunca aç bıraktı .,2
TUR10-0002870,n,"Sert, etkili, zorlu kuvvet",,0,,1
TUR10-0002890,v,"Tadı bozulmak, acı duruma gelmek",,1,Ağzım acılandı.,3
TUR10-0002930,v,Yemlerde genellikle yağ asitlerinin oksidasyonu ve hidroliz sonucu uygun olmayan koku ve tat meydana gelmek,,1,Yağ acılaştı.,1
TUR10-0002940,v,Dokunaklı duruma gelmek,,1,Sesi gerçekten acılaşmıştı.,1
TUR10-0002950,v,"Konuşma kırıcı, sert bir durum almak",,0,,1
TUR10-0002980,a,Acı katılmış olan,,1,Acılı tarhana.,1
TUR10-0002990,a,"Acısı olan, kederli",,1,Pek acılı bir geçmişi bulunan roman kahramanım burada bütün dertlerinden kurtulur.,1
TUR10-0003060,v,"Acılı, ağrılı olmak",,1,Elim çok acıdı .,1
TUR10-0003070,v,Başkasının acılı durumundan üzüntü duymak,,1,Bu felâketin kurbanlarına çok acıdım,1
TUR10-0003090,v,Başkasının uğrayacağı veya uğramakta bulunduğu üzücü bir halin önüne geçme arzusunu duymak,,1,Hâlimizi görüp bize merhamet etti.,2
TUR10-0003100,n,"Birleşikgillerden, tadı acı, dişli yapraklı, sürgününden çıkan sütü uyuşturucu ve yatıştırıcı olarak kullanılan iki yıllık bir bitki",,0,,2
TUR10-0003110,a,"Acıma duygusu veya vicdanı olmayan olmayan, başkalarına haksızlık eden",,1,"Katı yürekli. Katı davranış.|Bu adam, başkalarına karşı acımasız davranarak gavur bir karakter sergiliyordu.|Katı yürereğin yüzünden etrafında kimse kalmadı, farkında değil misin?|Onun kaskatı tavırları, çevresindekilerin ona karşı mesafeli olmasına neden oluyor.|Onun kıyak davranışları, çevresindeki herkesi zor durumda bırakıyordu.|Öyle kitapsız davrandı ki, herkes ona kırıldı.|Oyun sırasında haksız bir avantaj sağlamak için takım arkadaşlarını hiçe sayan gaddar davranışlarıyla dikkat çekti.|Seni böylesi katı yürekli biri yapacak nasıl bir geçmişin olabilir?",26
TUR10-0003120,b,"Merhamet etmeksizin, merhametsiz bir biçimde, acımadan",,1,"Bomboş, acımasız bakan gözler, sert ince dudaklı ağız...",3
TUR10-0003170,a,İnsanın içine işleyen,,1,Parçalı söz,7
TUR10-0003180,a,"Acıyı andıran, acıya benzeyen, acı gibi",,0,,3
TUR10-0003230,n,Başkasının hesabına üzülme,,1,"Sınavda başarısız olan arkadaşını görünce, ""Ne hayıf doğrusu, o kadar çalışmıştı,"" diye iç geçirdi.",3
TUR10-0003250,v,"Başkasının hesabına üzülmek, yazıklanmak, yerinmek, eseflenmek, esef etmek, teessüf etmek",,1,İki arkadaşın bozuşmasına çok acındım,1
TUR10-0003260,n,"Kuzey Anadolu dağlarının ormanlarında yetişen, toprak altında bilek kalınlığında kökü bulunan çok yıllık ve otsu bir bitki",,0,,1
TUR10-0003290,n,"Turpgillerden, kökü ve yaprakları baharlı, beyaz çiçek açan bir bitki",https://tr.wikipedia.org/wiki/Bay%C4%B1r_turpu,0,,4
TUR10-0003300,n,"Bazı bitkilerde, özellikle çamlarda oluşan, katı veya yarı akışkan organik salgı maddesi, ağaç sakızı",https://tr.wikipedia.org/wiki/Re%C3%A7ine,1,"Ata Efendi, depoya yığılı kerestelerin reçine kokusundan hazzettiğini anladı.|Çam ağacından akan reçine, doğada doğal bir yapıştırıcı olarak kullanılabiliyor.",8
TUR10-0003320,a,"Ağrı, sızı duyulmayan",,1,Acısız doğum.,1
TUR10-0003350,n,"Kişinin onuruna dokunan, gönlünü inciten söz",,0,,2
TUR10-0003360,n,İçindeki minerallerin etkisiyle tadı sert olan kuyu veya pınar suyu,https://tr.wikipedia.org/wiki/Ac%C4%B1_su,1,Acı su sabunu köpürtmez.,1
TUR10-0003370,a,İyi kötü,,1,"İşi bir ucundan tuttuk, acı tatlı konuşup durduk.",1
TUR10-0003380,b,İyi kötü bir biçimde,,0,,1
TUR10-0003430,n,"10-40 cm yüksekliğinde, yatık veya dik, gri veya beyaz tüylü, çok yıllık bir dalak otu türü",,0,,4
TUR10-0003440,n,Acıma duygusu olan kimse,,0,,1
TUR10-0003470,n,"Kızılkantarongillerden, bataklık yerlerde yetişen, kötü kokulu ve çok acı olan yaprakları hekimlikte kullanılan bir bitki",https://tr.wikipedia.org/wiki/Su_yoncas%C4%B1,0,,2
TUR10-0003480,n,"Hiç görülmemiş, alışılmamış, şaşılacak veya yadırganacak şey",,0,,1
TUR10-0003520,n,Hastanelerde acilen bakılması gereken hastaların ilk tedavilerinin yapıldığı yer,https://tr.wikipedia.org/wiki/Acil_servis,0,,1
TUR10-0003540,n,Becerisi olmama veya usta olmama durumu,,0,,4
TUR10-0003550,n,Birinin borcunu vaktinde ödeyememesi durumu,,1,Borçlarını ödeyemeyen şirketin aciz halinde olduğu ilan edildi,1
TUR10-0003560,a,Görevini yapacak yeterli gücü olmayan,,1,"Kof adam.|Hastalık nedeniyle süzük kalan hayvan, yem yemeye bile zorlanıyordu.|İşi buraya kadar getirdik, tam oldu derken mühendis kof oldu.|Yaşlandıkça sökel düşen makine artık tamir edilemiyor.",14
TUR10-0003580,a,Alçak gönüllülük gösteren kimsenin kendisine verdiği san,,1,Biraz sonra Gazi yanına seryaveri Salih Bey'in yaveri Muzaffer Bey'i ve âcizi alarak otomobile bindi.,1
TUR10-0003590,b,"Söz söyleyen kimsenin kendi yaptıklarını abartmamak için kullandığı ""âcizlere yakışacak biçimde"" anlamında bir nezaket sözü",,1,Ben de âcizane bu vâdide bir eser kaleme almıştım,2
TUR10-0003620,n,Tuhaf kimse,,1,Mahallede acubelerin diline düşmekten korkuyorum.,1
TUR10-0003630,n,"Tuhaf, alışılmadık, garip şey",,0,,1
TUR10-0003640,a,"Tez iş gören, çabuk davranan, farfara, fırtına gibi",,1,"Acul bir adam.|Sabırsız bir şekilde, işi bitirmeden duramıyor, her zaman aceleyle hareket ediyordu.|Sabursuz, eli ağır biri.|Toplantıda kıvrak bir şekilde konuşarak herkesin dikkatini çekti.",11
TUR10-0003650,a,Hızlı; çabuk,,1,Geç vakit dönen zengin ve ecnebi kumarcıların acul arabalarını duymuyor.,1
TUR10-0003670,n,"Kabakgillerden, kabuğu çizgili ve tüylü, yeşil veya sarımtırak, üzeri yeşil lekeli, irice bir meyve",https://tr.wikipedia.org/wiki/Acur,0,,1
TUR10-0003680,n,"Huysuz, çirkin, yaşlı kadın, cadı karı",https://tr.wikipedia.org/wiki/Acuze,0,,1
TUR10-0003690,n,Herhangi bir paranın gerçek değeriyle sürüm değeri arasında veya bir ticaret senedinin üzerinde yazılı miktar ile indirimden sonraki tutarı arasında doğan fark,,0,,1
TUR10-0003700,n,Bir ticaret senedinin yenilenmesinde alınan komisyon,,0,,1
TUR10-0003710,n,Senetli kredi işlemlerinde bankaların yaptıkları tahsilat,,0,,1
TUR10-0003720,n,"Borsa veya piyasada tahvil için çeşitli hileler uygulayan, dolaplar çeviren kimse",,0,,1
TUR10-0003730,a,Yemek yemesi gereken,,1,"Aç ne yemez, tok ne demez|Sabah kahvaltısını atladığı için çok açtı ve öğlen yemeğini sabırsızlıkla bekliyordu",1
TUR10-0003740,a,Yiyecek bulamayan kimse,,1,"Memlekette aç kalmadı|Gönüllüler, yardıma muhtaç olan aç insanlara yiyecek dağıtmak için köye gittiler",1
TUR10-0003750,a,"Mala, yiyeceğe ve içeceğe doymak bilmeyen",,1,"Ne aç adam!|Hırslı adam sofradaki tatlıları silip süpürdü.|Masadaki tüm yemekleri silip süpürmesine rağmen hâlâ bir tabak daha isteyen cam göz misafir herkesi şaşırttı.|Ne kadar cam göz bir adam, aldıkça alıyor...|Varlıktan yokluktan değil, adamın tıyneti aç!",11
TUR10-0003760,a,"Bir şeye, bir işe istek duyan veya merak sarmış olan",,1,Ekibe yeni katılan çalışan oldukça hevesli ve çalışkandı.|Yeni bilgiler öğrenmeye aç bir öğrenci olarak sürekli kitaplar karıştırıyordu,10
TUR10-0003770,b,Karnı doymamış olarak,,1,Ben aç yattım mı kötü kötü rüyalar görürüm nedense.,1
TUR10-0003780,n,Şişelenmiş bazı içeceklerin kapaklarını açmaya yarayan araç,,1,Kutu açacağı.|Bira açacağı.,1
TUR10-0003790,n,Teneke kutu içinde korunmuş yiyeceklerin kapağını açmaya yarayan araç,,1,Salçanın tenekesini açacakla zor açtım.,1
TUR10-0003820,n,Oynak kemiklerin arasındaki açıları genişletmeye yarayan kasların genel adı,,0,,1
TUR10-0003850,b,Sürekli aç ve bakımsız olarak,,1,"Babaları öldü, zavallı çocuklar aç biilâç kaldılar",1
TUR10-0003860,n,"Kokusuz, güzel renkli çiçekler açan bir bitki",,0,,1
TUR10-0003910,n,"Görüş, bakım, yön, anlayış biçimi",,1,"Her oyunda, ele aldığım konu için yeni bir şekil, dramatik açıdan ve sahneleme açısından yeni bir üslup bulmaya çalışıyorum.",1
TUR10-0003930,a,Açma işini yapan,,1,İç açıcı sözler,1
TUR10-0003950,n,Belirli bir süre işten el çektirilme,,0,,1
TUR10-0003960,n,Bir görevliyi geçici bir süre işten uzaklaştırma,,0,,1
TUR10-0003970,a,"Açılmış, kapalı olmayan",,1,Açık pencere,1
TUR10-0003980,a,"Engeli olmayan, serbest",,1,Yol açık,4
TUR10-0003990,a,"Örtüsüz, çıplak",,1,"Yolcuların hepsi indikten sonra Mehmet Akif göründü, beni açık başıyla selamladı.",1
TUR10-0004020,a,Aralığı çok,,1,Açık adımlarla.,1
TUR10-0004040,a,"Kolay anlaşılır, vazıh",,1,Açık konuşma zamanının artık geldiğine kani idim.|Açık konuşma zamanının artık geldiğine kaniydim.,1
TUR10-0004060,a,"Her türlü düşünceyi hoşgörüyle karşılayabilen, etkisinde kalabilen",,1,... her çeşit kafa ve gönül fırtınalarına açık bir adamdı o.,1
TUR10-0004070,a,Rengi koyu olmayan,,1,Açık mavi,1
TUR10-0004080,a,"Sevişme sahnelerini bütün çıplaklığıyla anlatan kitap, resim, film vb.",,1,Açık açık anlattı,1
TUR10-0004090,a,Denizin kıyıdan uzakça olan yeri,,1,"Limanda bilinen gemiler, oysa açıklardadır.",1
TUR10-0004100,b,Doğru olarak; açıkça,,1,Açık konuşmak. İnsan mağlubiyetini bu kadar açık kabul eder mi?,1
TUR10-0004110,n,Bir gereksinimin karşılanamaması durumu,,1,Bütçe açığı. Ülkenin doktor açığı.,1
TUR10-0004120,n,Belli bir yerin biraz uzağı,,1,Tren yolu nehrin açığından geçer.,1
TUR10-0004130,b,Saklamaksızın,,1,Açık açık anlattı.,1
TUR10-0004140,b,Bütün ayrıntılarıyla,,0,,1
TUR10-0004160,n,"Koyunların ve keçilerin barındırıldıkları üstü açık, etrafı taş duvar veya çitlerle çevrili basit barınak",,0,,1
TUR10-0004170,n,Turpgillerden bir bitki,,0,,1
TUR10-0004190,n,"Şehirlerde yaşayan insanların dinlenebilecekleri, çeşitli bitki örtüleri ile kaplı yer",,0,,1
TUR10-0004200,n,Bir malın satışında alıcılar arasında fiyat artırma yarışına dayanan satış,https://tr.wikipedia.org/wiki/M%C3%BCzayede,0,,5
TUR10-0004210,n,Tarihi kararlaştırılmamış yolculuklarda kullanılmak üzere belirli bir dönem için geçerli bilet,,0,,1
TUR10-0004220,n,Para hanesi boş bırakılarak imza edilen bono,,0,,2
TUR10-0004240,n,Konukların serbestçe seçebilecekleri yiyecek ve içeceklerin sergilendiği sofra,,0,,1
TUR10-0004250,n,Mahkemede herkesin duruşmayı dinleyebileceği oturum,,0,,2
TUR10-0004260,n,Senet veya çek arkasına kime ödeneceği belirtilmeden imzalanma yoluyla yapılan ciro,,0,,1
TUR10-0004270,b,"Gizli bir yönü kalmaksızın, kolay anlaşılır bir biçimde",,1,"Fikrinizi açıkça söyleyin|Konferansta, proje hakkında her şey resmen açıklandı ve katılımcılar her konuda bilgilendirildi.",5
TUR10-0004300,n,Üzerine para miktarı yazılmamış çek,,0,,1
TUR10-0004310,n,Sonsuz güven,,0,,1
TUR10-0004320,n,Borsada fiyat dalgalanmalarından yararlanarak açıktan para kazanan kimse,,0,,1
TUR10-0004340,n,"Denizin kıyıdan çok uzaklarda bulunan geniş bölümü, engin",,1,"Susuzluk korkusu, çölde, açık denizde, çorak bir dağ başında kapkara kızgın bir el gibi insanın gırtlağına sarılabilir.",1
TUR10-0004350,n,İçinden sürekli akım geçmeyecek bir yalıtkanla kesilmiş elektrik devresi,,0,,1
TUR10-0004360,n,Genellikle bütün eklem bacaklılarda ve birçok yumuşakçada bulunan atardamar ve kan boşluğundan oluşmuş açık bir dolaşım sistemi,,0,,1
TUR10-0004370,n,"Güreşte vücudun dizler bükülü, ayaklar açık, dirsekler gövdeye yakın, kollar yarı gergin olarak aldığı durum",,0,,1
TUR10-0004390,n,Yağlı güreşte pehlivanın kıçüstü veya sırtüstü düşerek yenilmiş sayılması,,0,,1
TUR10-0004400,n,"Yaptırılacak bir işin, satın alınacak bir malın ucuza sağlanması için işi yapacak veya malı satacak kişiler arasında fiyat düşürme yarışına dayanan işlem",https://tr.wikipedia.org/wiki/A%C3%A7%C4%B1k_eksiltme,0,,1
TUR10-0004430,a,"Olayları ve özellikle yenilikleri iyi anlayıp gereği gibi karşılayabilen, düşündüğünü olduğu gibi söyleyebilen kimse",,0,,1
TUR10-0004450,n,Cezaevlerinde tutukluların yakınlarıyla belirli günlerde yüz yüze görüşmesi,,0,,1
TUR10-0004460,a,"Uyanık davranarak çıkar sağlayan, imkânlardan kurnazca yararlanmasını bilen",,1,"Buranın halkı uyanık insanlardır.|Buradaki malın gözü sensin anlaşılan ama bizim orada bu akıllar işlemez, bizim kurallarımıza göre oynayacaksın.|O, her zaman kurnazca planlar yapar ve istediğini elde eder.",12
TUR10-0004490,n,Grinin bir ton açığı,,0,,1
TUR10-0004500,a,Açık gri renginde olan,,0,,1
TUR10-0004510,n,Bulutsuz hava,,1,"Uçurtmalar biraz gök, açık hava ve rüzgâr ister.",1
TUR10-0004520,n,"Bahçe, park gibi yapı dışı olan yer",,0,,1
TUR10-0004530,n,"Açık havadan etkilenmeyecek eski etnografik eserlerin, evlerin, işlik vb. sivil yapıların sergilendiği bir bölgede kurulan üstü açık müze",https://tr.wikipedia.org/wiki/A%C3%A7%C4%B1k_hava_m%C3%BCzesi,0,,1
TUR10-0004540,n,"Yazın veya iklimi elverişli yerlerde sürekli olarak çalışan, üstü açık sinema",,0,,1
TUR10-0004550,n,"Yazın veya iklimi elverişli yerlerde sürekli olarak çalışan, üstü açık tiyatro",,0,,1
TUR10-0004560,n,Ünlü ile biten hece,https://tr.wikipedia.org/wiki/A%C3%A7%C4%B1k_hece,1,"ana (a-na), araba (a-ra-ba), ütü (ü-tü).",1
TUR10-0004570,n,Peşin para veya bono vermeden yapılan alışveriş,,0,,1
TUR10-0004580,n,"Üzeri boş bırakılan bir kâğıdın altına, dolduracak olana güvenilerek atılan imza",,0,,1
TUR10-0004590,n,Maden yatağını örten verimsiz topraklar kaldırıldıktan sonra açık havada yapılan işletme,,0,,1
TUR10-0004610,a,Açık kahverengi renginde olan,,0,,1
TUR10-0004620,n,Kalbin içi açılmadan önce dolaşım yapay kalp denilen bir aygıta devredildikten sonra yapılan kalp ameliyatı,,0,,1
TUR10-0004630,a,"Düşündüğünü olduğu gibi söyleyen, içi temiz, gizli yönü olmayan kimse, samimi",,1,Açık kalpli olmamak çağ dışı bir tutum olur.,2
TUR10-0004640,n,"Açık yürekli olma durumu, samimiyet",,0,,3
TUR10-0004650,n,Yabancı malları bir ülkeye serbestçe sokma politikası,https://tr.wikipedia.org/wiki/A%C3%A7%C4%B1k_Kap%C4%B1_Politikas%C4%B1,0,,2
