synset_id,literal,sense,origin,groups
TUR10-0005870,şerh etmekFOREIGN,1,FOREIGN,
TUR10-0005920,açındırmak,2,,
TUR10-0005930,açındırmak,1,,
TUR10-0005940,açınım,1,,
TUR10-0005940,inkişafFOREIGN,3,FOREIGN,
TUR10-0005960,açınma,1,,
TUR10-0005980,gelişmek,2,,
TUR10-0005980,açınmak,2,,
TUR10-0005980,inkişaf etmekFOREIGN,1,FOREIGN,
TUR10-0006000,açınsamak,1,,
TUR10-0006010,açıortay,1,,
TUR10-0006020,açıortay düzlemi,1,,
TUR10-0006040,açı ölçüm,1,,
TUR10-0006060,açısal bölge,1,,
TUR10-0006070,açısal çap,1,,
TUR10-0006080,açısal hız,1,,
TUR10-0006090,açısal ivme,1,,
TUR10-0006100,açısal sapma,1,,
TUR10-0006110,açısal uzaklık,1,,
TUR10-0006120,açısal yol,1,,
TUR10-0006140,açış konuşması,1,,
TUR10-0006150,açıt,1,,
TUR10-0006160,açkı,1,,
TUR10-0006170,açkı,2,,
TUR10-0006180,anahtar,1,,
TUR10-0006180,açkı,3,,
TUR10-0006190,açkıcı,1,,
TUR10-0006220,açkılamak,1,,
TUR10-0006280,perdahsız,1,,
TUR10-0006280,açkısız,1,,
TUR10-0006290,açlık,1,,
TUR10-0006300,açlık,2,,
TUR10-0006310,açlık,3,,
TUR10-0006320,açlık grevi,1,,
TUR10-0006330,açlık şekeri,1,,
TUR10-0006340,açma,1,,
TUR10-0006350,açma,3,,
TUR10-0006360,açma,2,,
TUR10-0006370,açmacı,1,,
TUR10-0006380,açmacılık,1,,
TUR10-0006390,açmak,1,,
TUR10-0006400,açmak,2,,
TUR10-0006410,açmak,3,,
TUR10-0006420,açmak,4,,
TUR10-0006430,açmak,5,,
TUR10-0006440,açmak,6,,
TUR10-0006450,açmak,7,,
TUR10-0006480,açmak,10,,
TUR10-0006490,açmak,11,,
TUR10-0006500,açmak,12,,
TUR10-0006510,açmak,13,,
TUR10-0006520,açmak,14,,
TUR10-0006530,açmak,15,,
TUR10-0006540,açmak,16,,
TUR10-0006560,beğenmek,1,,
TUR10-0006560,açmak,18,,
TUR10-0006560,alkışlamak,2,,
TUR10-0006560,alnından öpmek,1,,
TUR10-0006560,hoşuna gitmek,1,,
TUR10-0006560,iltifat etmek,1,,
TUR10-0006560,rağbet etmek,1,,
TUR10-0006560,rağbet göstermek,1,,
TUR10-0006560,sarmak,16,,
TUR10-0006560,takdir etmek,2,,
TUR10-0006560,takdir eylemek,1,,
TUR10-0006560,zevkine gitmek,1,,
TUR10-0006560,zevkini okşamak,1,,
TUR10-0006570,açmak,19,,
TUR10-0006590,açmak,21,,
TUR10-0006610,açmak,23,,
TUR10-0006620,açmak,24,,
TUR10-0006630,geçit vermek,1,,
TUR10-0006630,açmak,25,,
TUR10-0006640,açmak,26,,
TUR10-0006650,açmak,27,,
TUR10-0006660,açmak,28,,
TUR10-0006670,açmalık,1,,
TUR10-0006680,açmaz,1,,
TUR10-0006690,açmaz,3,,
TUR10-0006700,açmaz,2,,
TUR10-0006710,açmaz halatı,1,,
TUR10-0006730,ketumluk,1,,
TUR10-0006730,ağzı sıkılık,1,,
TUR10-0006730,açmazlık,1,,
TUR10-0006730,ketumiyet,1,,
TUR10-0006790,ad,3,,
TUR10-0006800,isim,2,,
TUR10-0006800,ad,4,,
TUR10-0006840,ada,2,,
TUR10-0006850,ada,3,,
TUR10-0006860,ada balığı,1,,
TUR10-0006860,amber balığı,1,,
TUR10-0006860,adabalığı,1,,
TUR10-0006860,amberbalığı,1,,
TUR10-0006880,adacık,1,,
TUR10-0006890,adacyo,1,,
TUR10-0006920,adak,1,,
TUR10-0006920,nezir,1,,
TUR10-0006940,adaklamak,1,,
TUR10-0006970,adaklı,1,,
TUR10-0006980,adaklı,2,,
TUR10-0006990,adaklık,1,,
TUR10-0007000,adaklık,2,,
TUR10-0007010,adaklık kurban,1,,
TUR10-0007020,adaksız,1,,
TUR10-0007030,adaksız,2,,
TUR10-0007050,kaslı,1,,
TUR10-0007050,adaleli,1,,
TUR10-0007060,kassız,1,,
TUR10-0007060,adalesiz,1,,
TUR10-0007070,adalet,1,,
TUR10-0007080,adalet,2,,
TUR10-0007090,adalet,3,,
TUR10-0007100,adalet1,4,,1
TUR10-0007100,adâlet1,1,,1
TUR10-0007100,hak,5,,
TUR10-0007100,türe,1,,
TUR10-0007110,adalet divanı,1,,
TUR10-0007120,adalet kapısı,1,,
TUR10-0007140,adaletlilik,1,,
TUR10-0007150,adalet mahkemesi,1,,
TUR10-0007150,adliye mahkemesi,1,,
TUR10-0007160,adliye teşkilatı,1,,
TUR10-0007160,adalet örgütü,1,,
TUR10-0007170,adalet sarayı,1,,
TUR10-0007180,adaletsiz,1,,
TUR10-0007190,adaletsizlik,1,,
TUR10-0007200,adalı,1,,
TUR10-0007230,adam,3,,
TUR10-0007240,adam,4,,
TUR10-0007250,adam,5,,
TUR10-0007260,adam,6,,
TUR10-0007270,adam,7,,
TUR10-0007280,adam,8,,
TUR10-0007290,adam,9,,
TUR10-0007300,adam,10,,
TUR10-0007320,adama,1,,
TUR10-0007330,adam adama,1,,
TUR10-0007340,adam adama savunma,1,,
TUR10-0007360,adamak,2,,
TUR10-0007370,adamak,3,,
TUR10-0007380,bayağı,5,,
TUR10-0007380,adamakıllı,1,,
TUR10-0007380,güzelce,2,,
TUR10-0007380,iyiden iyiye,1,,
TUR10-0007380,bir temiz,1,,
TUR10-0007380,evire çevire,1,,
TUR10-0007380,pirFOREIGN,3,FOREIGN,
TUR10-0007380,domuzuna,2,,
TUR10-0007390,adam azmanı,1,,
TUR10-0007400,kişi başına,1,,
TUR10-0007400,adam başına,1,,
TUR10-0007400,adam başı,1,,
TUR10-0007410,adam boyu,1,,
TUR10-0007420,adam boyu,2,,
TUR10-0007440,adamca,2,,
TUR10-0007450,adamcağız,1,,
TUR10-0007460,adamca,1,,
TUR10-0007460,adamcasına,1,,
TUR10-0007470,adamcık,1,,
TUR10-0007480,adamcık,2,,
TUR10-0007490,adamcıl,1,,
TUR10-0007510,adam kıtlığında,1,,
TUR10-0007510,adam yokluğunda,1,,
TUR10-0007540,yabanlık,1,,
TUR10-0007540,adamlık,2,,
TUR10-0007540,kişilik,6,,
TUR10-0007570,adam sendeci1,1,,1
TUR10-0007570,adamsendeci1,1,,1
TUR10-0007580,adam sendecilik1,1,,1
TUR10-0007580,adamsendecilik1,1,,1
TUR10-0007590,adamsız,1,,
TUR10-0007610,kocasız,1,,
TUR10-0007610,adamsız,3,,
TUR10-0007610,erkeksiz,1,,
TUR10-0007610,ersiz,1,,
TUR10-0007640,Adana kebabı,1,,
TUR10-0007670,töre,2,,
TUR10-0007670,adap,1,,
TUR10-0007720,adaptasyon,3,,
TUR10-0007740,uyarlama,3,,
TUR10-0007740,adapte,1,,
TUR10-0007750,adaptör,2,,
TUR10-0007780,adaş,1,,
TUR10-0007790,adaşlık,1,,
TUR10-0007810,ada tepe,1,,
TUR10-0007850,aday,1,,
TUR10-0007870,aday adayı,1,,
TUR10-0007880,aday adayı,2,,
TUR10-0007890,adayavrusu,1,,
TUR10-0007910,adaylık,2,,
TUR10-0007920,ad bilimi,1,,
TUR10-0007920,adbilim,1,,
TUR10-0007940,adcılık,1,,
TUR10-0007940,nominalizm,1,,
TUR10-0007940,isimcilik,1,,
TUR10-0008050,isim hali1,1,,1
TUR10-0008050,isim hâli1,1,,1
TUR10-0008050,isim durumu,1,,
TUR10-0008050,ad durumu,1,,
TUR10-0008070,tam sayı,2,,
TUR10-0008070,adedimürettepFOREIGN,1,FOREIGN,
TUR10-0008100,adem1FOREIGN,2,FOREIGN,1
TUR10-0008100,âdem1,2,,1
TUR10-0008110,âdem,3,,
TUR10-0008120,adembaba1,1,,1
TUR10-0008120,âdembaba1,1,,1
TUR10-0008130,afyonkeş,1,,
TUR10-0008130,afyon bağımlısı,1,,
TUR10-0008130,afyon müptelası,1,,
TUR10-0008130,âdembaba1,2,,1
TUR10-0008130,adembaba1,2,,1
TUR10-0008140,âdembaba1,3,,1
TUR10-0008140,adembaba1,3,,1
TUR10-0008150,Âdem baba,1,,
TUR10-0008160,Âdemci,1,,
TUR10-0008170,Âdemcilik,1,,
TUR10-0008180,ademelması1,1,,1
TUR10-0008180,âdemelması1,1,,1
TUR10-0008270,adenit,1,,
TUR10-0008270,ak kan yangısı,1,,
TUR10-0008280,mercek,1,,
TUR10-0008280,lens,2,,
TUR10-0008280,adeseFOREIGN,1,FOREIGN,
TUR10-0008300,adeseFOREIGN,3,FOREIGN,
TUR10-0008310,adet,1,,
TUR10-0008310,sayı,1,,
TUR10-0008340,adet1,4,,1
TUR10-0008340,âdet1,2,,1
TUR10-0008340,töre,1,,
TUR10-0008380,adet olmak1,1,,1
TUR10-0008380,âdet olmak1,1,,1
TUR10-0008390,adet olmak1,2,,1
TUR10-0008390,âdet olmak1,2,,1
TUR10-0008400,adezyon kuvveti,1,,
TUR10-0008410,isim gövdesi,1,,
TUR10-0008410,ad gövdesi,1,,
TUR10-0008420,adı belirsiz,1,,
TUR10-0008430,zamir,2,,
TUR10-0008430,adıl,1,,
TUR10-0008440,adım,1,,
TUR10-0008440,kademFOREIGN,1,FOREIGN,
TUR10-0008450,adım,2,,
TUR10-0008470,adım,4,,
TUR10-0008470,aşama,2,,
TUR10-0008480,adım,5,,
TUR10-0008490,adım,6,,
TUR10-0008500,adım,7,,
TUR10-0008510,adım adım,1,,
TUR10-0008510,ığıl ığıl,1,,
TUR10-0008510,fıstıki makamlaFOREIGN,1,FOREIGN,
TUR10-0008520,adımbaşı,1,,
TUR10-0008540,adımlamak,1,,
TUR10-0008550,adımlamak,2,,
TUR10-0008560,adımlık,1,,
TUR10-0008570,adımsayar,1,,
TUR10-0008570,pedometre,1,,
TUR10-0008590,adı sanı,1,,
TUR10-0008600,adı üstünde,1,,
TUR10-0008620,adi,1,,
TUR10-0008620,aşağı,4,,
TUR10-0008620,dunFOREIGN,1,FOREIGN,
TUR10-0008630,adi,2,,
TUR10-0008630,aşağılık,2,,
TUR10-0008640,adi adım,1,,
TUR10-0008650,adi defter,1,,
TUR10-0008670,adil1,1,,1
TUR10-0008670,âdil1,1,,1
TUR10-0008670,adaletli,1,,
TUR10-0008700,bayağılaşmak,1,,
TUR10-0008700,adileşmek,1,,
TUR10-0008700,alçaklaşmak,1,,
TUR10-0008700,düşmek,30,,
TUR10-0008700,sıradanlaşmak,1,,
TUR10-0008750,adi suçlu,1,,
TUR10-0008840,adlanmak,1,,
TUR10-0008850,adlanmak,2,,
TUR10-0008870,adlaşmak,1,,
TUR10-0008870,isimleşmek,1,,
TUR10-0008900,adlı,1,,
TUR10-0008910,meşhur,1,,
TUR10-0008910,adlı,2,,
TUR10-0008910,adlı sanlı,1,,
TUR10-0008910,namdarFOREIGN,1,FOREIGN,
TUR10-0008910,sanlı,1,,
TUR10-0008910,tanınmış,1,,
TUR10-0008910,namlı,1,,
TUR10-0008910,ünlü,1,,
TUR10-0008910,şöhretli,1,,
TUR10-0008910,marufFOREIGN,1,FOREIGN,
TUR10-0008910,şanlı,1,,
TUR10-0008930,adli1,1,,1
TUR10-0008930,adlî1,1,,1
TUR10-0008940,adli makam,1,,
TUR10-0008940,adli merci,1,,
TUR10-0008960,adli polis,1,,
TUR10-0008980,adli polislik,1,,
TUR10-0008990,adli sicil,1,,
TUR10-0009000,adli tabip,1,,
TUR10-0009020,adli tabiplik,1,,
TUR10-0009030,adli tatil,1,,
TUR10-0009040,adli tıp,1,,
TUR10-0009050,adli tıp,2,,
TUR10-0009060,adliye,1,,
TUR10-0009070,adliye,2,,
TUR10-0009080,adliyeci,1,,
TUR10-0009120,adliye vekaleti1,1,,1
TUR10-0009120,adliye vekâleti1,1,,1
TUR10-0009130,adli yıl,1,,
TUR10-0009140,adli zabıta,1,,
TUR10-0009150,adrenalin,1,,
TUR10-0009160,adres,1,,
TUR10-0009170,adres,2,,
TUR10-0009180,adres defteri,1,,
TUR10-0009180,adres rehberi,1,,
TUR10-0009190,adres kartı,1,,
TUR10-0009200,adres kitabı,1,,
TUR10-0009210,adres makinesi,1,,
TUR10-0009230,isimsiz,2,,
TUR10-0009230,adsız,1,,
TUR10-0009250,adsız,3,,
TUR10-0009270,yüzük parmağı,1,,
TUR10-0009270,adsız parmak1,1,,1
TUR10-0009270,adsızparmak1,1,,1
TUR10-0009270,yüzükparmağı,1,,
TUR10-0009280,adsız sansız,1,,
TUR10-0009290,isim tamlaması,1,,
TUR10-0009290,ad tamlaması,1,,
TUR10-0009300,aerobik,1,,
TUR10-0009310,aerobik solunum,1,,
TUR10-0009320,aerodinamik,1,,
TUR10-0009330,aerodinamik,2,,
TUR10-0009340,aerodinamik,3,,
TUR10-0009350,aeroloji,1,,
TUR10-0009360,aerolojik,1,,
TUR10-0009370,af,1,,
TUR10-0009380,af,2,,
TUR10-0009390,af,3,,
TUR10-0009400,afacan,1,,
TUR10-0009450,afakiFOREIGN,1,FOREIGN,
TUR10-0009480,afal,1,,
TUR10-0009520,afallaşmak,1,,
TUR10-0009580,afazi,1,,
TUR10-0009580,söz yitimi,1,,
TUR10-0009590,aferin,1,,
TUR10-0009590,bravo,1,,
TUR10-0009600,aferin,2,,
TUR10-0009610,dalavereci,1,,
TUR10-0009610,aferist,1,,
TUR10-0009630,kıran,2,,
TUR10-0009640,felaket,2,,
TUR10-0009640,afet,3,,
TUR10-0009650,afet,4,,
TUR10-0009660,afet,2,,
TUR10-0009670,afet istasyonu,1,,
TUR10-0009680,afetzede,1,,
TUR10-0009690,affedilme,1,,
TUR10-0009690,bağışlanma,1,,
TUR10-0009720,affetmek,1,,
TUR10-0009720,unutmak,4,,
TUR10-0009730,affetmek,2,,
TUR10-0009740,affetmek,3,,
TUR10-0009770,affettuoso,1,,
TUR10-0009790,affeylemek,1,,
TUR10-0009830,Afgan,2,,
TUR10-0009840,fiyaka,1,,
TUR10-0009840,caka,1,,
TUR10-0009840,racon,1,,
TUR10-0009840,afi,1,,
TUR10-0009840,alengir,2,,
TUR10-0009850,afif,1,,
TUR10-0009870,afili,1,,
TUR10-0009870,alengirli,1,,
TUR10-0009870,façalı,1,,
TUR10-0009870,lüks,2,,
TUR10-0009870,alımlı çalımlı,1,,
TUR10-0009870,alayişli,1,,
TUR10-0009870,fosforlu,3,,
TUR10-0009870,görklü,1,,
TUR10-0009870,çalımlı,1,,
TUR10-0009870,alaylı,4,,
TUR10-0009870,anıtsal,2,,
TUR10-0009870,debdebeli,1,,
TUR10-0009870,azametli,4,,
TUR10-0009870,gösterişli,1,,
TUR10-0009870,haşmetli,1,,
TUR10-0009870,muhteşem,1,,
TUR10-0009870,anlı şanlı,1,,
TUR10-0009870,mutantan,1,,
TUR10-0009870,saltanatlı,1,,
TUR10-0009870,şaşaalı,1,,
TUR10-0009870,şatafatlı,1,,
TUR10-0009870,sunturlu,2,,
TUR10-0009870,tantanalı,2,,
TUR10-0009870,zengin,4,,
TUR10-0009870,bomba gibi,1,,
TUR10-0009870,oturaklı,4,,
TUR10-0009890,afiş,1,,
TUR10-0009890,poster,1,,
TUR10-0009900,afişçi,1,,
TUR10-0009910,afişçilik,1,,
TUR10-0009920,afişe,1,,
TUR10-0009930,afişleme,1,,
TUR10-0009940,afişlemek,1,,
TUR10-0009960,sağlık,1,,
TUR10-0009960,keyif,3,,
TUR10-0009960,sıhhatFOREIGN,1,FOREIGN,
TUR10-0009960,iyilik,3,,
TUR10-0009960,afiyet,1,,
TUR10-0009960,esenlik,1,,
TUR10-0009960,selametFOREIGN,1,FOREIGN,
TUR10-0009970,afiyet olsun,1,,
TUR10-0010030,aforoz etmek,1,,
TUR10-0010030,aforozlamak,1,,
TUR10-0010030,toplum dışılamak,1,,
TUR10-0010060,aforozlu,1,,
TUR10-0010070,afralı tafralı,1,,
TUR10-0010090,afra tafra,2,,
TUR10-0010100,Afrika çekirgesi,1,,
TUR10-0010110,Afrika domuzu,1,,
TUR10-0010120,Afrikalı,1,,
TUR10-0010140,Afrika menekşesi,1,,
TUR10-0010150,büyü,1,,
TUR10-0010150,afsun,1,,
TUR10-0010150,füsun,1,,
TUR10-0010150,sihir,1,,
TUR10-0010150,bağı,1,,
TUR10-0010150,efsun,1,,
TUR10-0010170,afsunculuk,1,,
TUR10-0010240,pamukçuk,1,,
TUR10-0010240,aft,1,,
TUR10-0010240,kandidoz,1,,
TUR10-0010250,aftos,1,,
TUR10-0010260,çalım,1,,
TUR10-0010260,alım,3,,
TUR10-0010260,poz,3,,
TUR10-0010260,gurur,4,,
TUR10-0010260,afra tafra,1,,
TUR10-0010260,afur tafurFOREIGN,1,FOREIGN,
TUR10-0010260,yordam,3,,
TUR10-0010260,zambır,1,,
TUR10-0010270,afyon,1,,
TUR10-0010270,akhaşhaş,1,,
TUR10-0010270,afyon sakızı,1,,
TUR10-0010280,Afyon kaymağı,1,,
TUR10-0010300,afyonkeşlik,1,,
TUR10-0010320,afyonlamak,1,,
TUR10-0010330,afyonlamak,2,,
TUR10-0010360,afyonlu,1,,
TUR10-0010370,afyonlu,2,,
TUR10-0010380,afyonlu,3,,
TUR10-0010390,afyon ruhu,1,,
TUR10-0010410,borazan kuşu,1,,
TUR10-0010410,agami,1,,
TUR10-0010420,aganta,1,,
TUR10-0010440,agel,1,,
TUR10-0010450,agitato,1,,
TUR10-0010460,aglütinasyon,1,,
TUR10-0010460,kümeleşim,1,,
TUR10-0010470,aglütinin,1,,
TUR10-0010480,agnosi,1,,
TUR10-0010480,tanısızlık,1,,
TUR10-0010490,agnostik,1,,
TUR10-0010500,agnostik,2,,
TUR10-0010520,agnozi,1,,
TUR10-0010540,agora,1,,
TUR10-0010560,kopça,1,,
TUR10-0010560,agraf,1,,
TUR10-0010560,çapraz,4,,
TUR10-0010570,yazma yitimi,1,,
TUR10-0010570,agrafi,1,,
TUR10-0010580,büyültme,1,,
TUR10-0010580,agrandisman,1,,
TUR10-0010590,büyülteç,1,,
TUR10-0010590,agrandisör,1,,
TUR10-0010620,agresif,1,,
TUR10-0010620,saldırgan,1,,
TUR10-0010620,saldırıcı,1,,
TUR10-0010620,sataşkan,1,,
TUR10-0010620,kuduruk,2,,
TUR10-0010620,tecavüzkar1,1,,1
TUR10-0010620,tecavüzkâr1,1,,1
TUR10-0010620,pençeli,4,,
TUR10-0010620,mütecavizFOREIGN,1,FOREIGN,
TUR10-0010640,agronomi,1,,
TUR10-0010650,agu,1,,
TUR10-0010660,agucuk,1,,
TUR10-0010680,agulamak,1,,
TUR10-0010690,aguş,1,,
TUR10-0010700,ağ,1,,
TUR10-0010710,ağ,2,,
TUR10-0010720,ağ,3,,
TUR10-0010720,şebeke,1,,
TUR10-0010740,ağ,5,,
TUR10-0010750,ağ,6,,
TUR10-0010770,ağa,1,,
TUR10-0010780,ağa,2,,
TUR10-0010800,ağa,4,,
TUR10-0010810,ağa,5,,
TUR10-0010840,ağababa,2,,
TUR10-0010850,ağababa,3,,
TUR10-0010870,ağabey,2,,
TUR10-0010900,ağaç,1,,
TUR10-0010900,dirahtFOREIGN,1,FOREIGN,
TUR10-0010910,ağaç,2,,
TUR10-0010920,ağaç,3,,
TUR10-0010930,ağaç arısı,1,,
TUR10-0010940,ağaç balı,1,,
TUR10-0010940,kedi balı1,1,,1
TUR10-0010940,kedibalı1,1,,1
TUR10-0010950,ağaç biti,1,,
TUR10-0010960,ağaççık,1,,
TUR10-0010970,ağaççılık,1,,
TUR10-0010980,ahududu,2,,
TUR10-0010980,frambuaz,1,,
TUR10-0010980,ağaç çileği1,1,,1
TUR10-0010980,ağaççileği1,1,,1
TUR10-0010990,ağaçdelen,1,,
TUR10-0011000,ağaç ebegümeci,1,,
TUR10-0011010,ağaçkakan,1,,
TUR10-0011020,ağaç kaplama,1,,
TUR10-0011030,ağaç kavunu,1,,
TUR10-0011040,ağaç kavunu1,2,,1
TUR10-0011040,ağaçkavunu1,1,,1
TUR10-0011050,ağaçkesen,1,,
TUR10-0011060,ağaç kurbağası,1,,
TUR10-0011070,ağaç kurdu,1,,
TUR10-0011140,ağaçlandırmak,1,,
TUR10-0011140,ağaçlamak,1,,
TUR10-0011180,ağaçlaşma,1,,
TUR10-0011190,ağaçlaşmak,1,,
TUR10-0011200,ağaçlı,1,,
TUR10-0011210,ağaçlık,2,,
TUR10-0011220,ağaçlık,1,,
TUR10-0011230,ağaçlıklı,1,,
TUR10-0011240,ağaç mantarı,1,,
TUR10-0011250,ağaç minesi1,1,,1
TUR10-0011250,ağaçminesi1,1,,1
TUR10-0011260,ağaç mobilya,1,,
TUR10-0011270,ağaç nemi,1,,
TUR10-0011280,ağaç olmak,1,,
TUR10-0011290,ağaç oyma,1,,
TUR10-0011300,arboretum,1,,
TUR10-0011300,ağaç parkı,1,,
TUR10-0011310,ağaç sakızı,1,,
TUR10-0011320,ağaç sansarı1,1,,1
TUR10-0011320,ağaçsansarı1,1,,1
TUR10-0011330,ağaç serçesi,1,,
TUR10-0011330,dağ serçesi,1,,
TUR10-0011340,ağacımsı,1,,
TUR10-0011340,ağaçsı,1,,
TUR10-0011350,ağaçsız,1,,
TUR10-0011370,ağaç yılanı,1,,
TUR10-0011380,ağa kapısı,1,,
TUR10-0011400,ağalanmak,1,,
TUR10-0011420,ağalık,1,,
TUR10-0011430,ağarık,1,,
TUR10-0011440,ağarma,1,,
TUR10-0011440,beyazlanma,1,,
TUR10-0011450,ağarma,2,,
TUR10-0011460,ağarmak,1,,
TUR10-0011460,beyazlaşmak,1,,
TUR10-0011460,aklaşmak,1,,
TUR10-0011470,ağarmak,2,,
TUR10-0011470,uçmak,5,,
TUR10-0011470,kaçmak,15,,
TUR10-0011490,ağartı,1,,
TUR10-0011500,ağartı,2,,
TUR10-0011560,ağa yamağı,1,,
TUR10-0011570,ağbenek,1,,
TUR10-0011580,ağbenek,2,,
TUR10-0011590,ağbeneklilik,1,,
TUR10-0011600,ağcı,1,,
TUR10-0011610,ağcık,1,,
TUR10-0011620,ağcılık,1,,
TUR10-0011630,ağda,1,,
TUR10-0011640,ağdacı,2,,
TUR10-0011650,ağdacı,1,,
TUR10-0011680,ağdalanmak,1,,
TUR10-0011690,ağdalanmak,2,,
TUR10-0011710,ağdalaşmak,1,,
TUR10-0011750,ağdalı,1,,
TUR10-0011760,ağdalı,2,,
TUR10-0011780,ağdalık,1,,
TUR10-0011790,ağdalılık,1,,
TUR10-0011820,ağdırmak,1,,
TUR10-0011880,ağıl,3,,
TUR10-0011900,ağılamak,1,,
TUR10-0011970,ağılaşmak,1,,
TUR10-0011990,karafatma,1,,
TUR10-0011990,ağılı böcek1,1,,1
TUR10-0011990,ağılıböcek1,1,,1
TUR10-0012010,ağıllanmak,1,,
TUR10-0012020,halelenmek,1,,
TUR10-0012020,ağıllanmak,2,,
TUR10-0012030,ağım,1,,
TUR10-0012040,ağımlı,1,,
TUR10-0012080,ağır,1,,
TUR10-0012090,ağır,6,,
TUR10-0012100,ağır,7,,
TUR10-0012110,ağır,9,,
TUR10-0012110,çetin,1,,
TUR10-0012110,çetince,1,,
TUR10-0012110,müşkül,1,,
TUR10-0012110,yavuz,2,,
TUR10-0012120,vahim,1,,
TUR10-0012120,kritik,1,,
TUR10-0012120,ciddi,4,,
TUR10-0012120,ağır,10,,
TUR10-0012120,vahametli,1,,
TUR10-0012130,ağır,11,,
TUR10-0012140,ağır,2,,
TUR10-0012150,ağırbaşlı,1,,
TUR10-0012150,ağır,3,,
TUR10-0012150,ciddi,2,,
TUR10-0012150,vakarlı,1,,
TUR10-0012150,vakur1FOREIGN,1,FOREIGN,1
TUR10-0012150,vâkur1FOREIGN,1,FOREIGN,1
TUR10-0012160,ağır,4,,
TUR10-0012170,ağır,12,,
TUR10-0012180,ağır,8,,
TUR10-0012190,ağır,13,,
TUR10-0012200,ağır,14,,
TUR10-0012210,ağır,15,,
TUR10-0012220,ağır,5,,
TUR10-0012220,usul,1,,
TUR10-0012230,ağır,16,,
TUR10-0012240,ağır,17,,
TUR10-0012260,ağır ağır,2,,
TUR10-0012270,ağır aksak,1,,
TUR10-0012280,ağır aksak,2,,
TUR10-0012290,ağır aksak,3,,
TUR10-0012300,ağır vasıta,1,,
TUR10-0012300,ağır araç,1,,
TUR10-0012310,ağırayak,1,,
TUR10-0012340,ağırca,1,,
TUR10-0012350,ağırca,3,,
TUR10-0012360,ağırca,2,,
TUR10-0012370,ağırcanlı,1,,
TUR10-0012380,ağırcanlı,3,,
TUR10-0012390,ağırcanlı,2,,
TUR10-0012400,ağırcanlı,4,,
TUR10-0012410,ağırcanlılık,1,,
TUR10-0012420,ağır ceza,1,,
TUR10-0012430,ağırelli,1,,
TUR10-0012450,ağır ezgi,1,,
TUR10-0012460,ağır hapis cezası,1,,
TUR10-0012470,ağır hasta,1,,
TUR10-0012480,ağır hastalık,1,,
TUR10-0012490,ağır hava,1,,
TUR10-0012500,ağır hava,2,,
TUR10-0012510,ağır hidrojen,1,,
TUR10-0012510,d,2,,
TUR10-0012510,döteryum,1,,
TUR10-0012520,ağır iş,1,,
TUR10-0012530,ağırkanlı,1,,
TUR10-0012540,ağırkanlı,2,,
TUR10-0012560,ağır kayıp,1,,
TUR10-0012570,ağır kayıp,2,,
TUR10-0012580,ağır kusur,1,,
TUR10-0012600,ağırlama,1,,
TUR10-0012600,ikram,1,,
TUR10-0012600,ağırlayış,1,,
TUR10-0012600,izazFOREIGN,1,FOREIGN,
TUR10-0012600,izzetüikramFOREIGN,1,FOREIGN,
TUR10-0012610,ağırlama,2,,
TUR10-0012620,ağırlamak,1,,
TUR10-0012620,izaz etmek,1,,
TUR10-0012620,ululamak,1,,
TUR10-0012660,ağırlaşmak,1,,
TUR10-0012670,ağırlaşmak,2,,
TUR10-0012680,ağırlaşmak,3,,
TUR10-0012680,yavaşlamak,1,,
TUR10-0012680,hızını kaybetmek,1,,
TUR10-0012680,hızını yitirmek,1,,
TUR10-0012690,ağırlaşmak,4,,
TUR10-0012700,ağırlaşmak,5,,
TUR10-0012700,ağır oturmak,1,,
TUR10-0012710,ağırlaşmak,6,,
TUR10-0012730,ağırlaşmak,8,,
TUR10-0012740,ağırlaşmak,9,,
TUR10-0012740,fenalaşmak,2,,
TUR10-0012800,ağırlık,4,,
TUR10-0012830,ağırlık,3,,
TUR10-0012840,ağırlık,15,,
TUR10-0012840,kalın,7,,
TUR10-0012850,ağırlık,14,,
TUR10-0012870,ağırlık,13,,
TUR10-0012890,yetki,1,,
TUR10-0012890,ağırlık,12,,
TUR10-0012890,mezuniyet,2,,
TUR10-0012890,salahiyet1FOREIGN,1,FOREIGN,1
TUR10-0012890,selahiyet1FOREIGN,1,FOREIGN,1
TUR10-0012890,salâhiyetFOREIGN,1,FOREIGN,
TUR10-0012900,ağırlık,11,,
TUR10-0012910,ağırlık,5,,
TUR10-0012920,ağırlık,6,,
TUR10-0012930,ağırlık,7,,
TUR10-0012940,ağırlık,16,,
TUR10-0012960,ağırlık,8,,
TUR10-0012970,ağırlıklı,1,,
TUR10-0012980,ağırlıklı,2,,
TUR10-0012990,ağırlıklı,3,,
TUR10-0013000,ağırlık merkezi,1,,
TUR10-0013010,ağırlık merkezi,2,,
TUR10-0013020,ağır makineli,1,,
TUR10-0013030,ağır para cezası,1,,
TUR10-0013040,ağırsama,1,,
TUR10-0013050,ağırsamak,1,,
TUR10-0013060,ağırsamak,2,,
TUR10-0013070,ağırsamak,3,,
TUR10-0013080,ağır sanayi,1,,
TUR10-0013110,ağır su,1,,
TUR10-0013120,ağırşak,1,,
TUR10-0013150,ağırşaklanmak,1,,
TUR10-0013160,ağırtop,1,,
TUR10-0013190,ağır vasıta ehliyeti,1,,
TUR10-0013200,ağır yağ1,1,,1
TUR10-0013200,ağıryağ1,1,,1
